"X","decision_factors_decision_factors_party","decision_factors_decision_factors_personalvalues","decision_factors_decision_factors_experts","decision_factors_decision_factors_constituents","accuracy","accuracy_response","preference","preference_response","familiarity","partisan_bias","partisan_diss","pid_3","gov_exp","pid_indep","Staffer","area","ideo5","issue","republican","liberal","age","female","republican_alignment","democrat_alignment","deference_experts","deference_party","deference_personalvalues","deference_constituents","accuracy_3","treated","accuracy_bin","issue_full","Level","weight","Population_bin","Education_bin","Urban_bin","Voteshare_bin"
1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"local area",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"county",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","county",1.32553428184128,"low","low",NA,"HIGH"
1663,0,0.5,0.5,1,0.75,0.25,0.5,0,0.67,0,"Neither party is more likely than the other to support rent control","Democrat",5.5,NA,0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,0,0,0.25,-0.25,0.25,0.75,"Informed",0,1,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",3,NA,1,"district","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.843075011816107,"HIGH","HIGH","low",NA
1665,0,0.25,0.25,0.5,0.75,0,0.5,0,0.67,0,"Democrats are more likely to support rent control","Independent",16,"Democratic Party",0,"county","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.125,-0.125,0.125,0.375,"Informed",0,1,"Rent Control","county",0.495051171456088,"HIGH","low","low","low"
1666,0.5,0.75,0.75,0.75,0.5,NA,0.5,NA,0.33,0,"Democrats are more likely to support rent control","Republican",5,NA,1,"district","Somewhat conservative","RC",1,0,NA,NA,1,0,0.125,-0.125,0.125,0.125,"Unsure",1,0,"Rent Control","state",1,NA,NA,NA,NA
1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",8,NA,0,"local area","Very conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","township",2.50842563896479,"low","low","HIGH","HIGH"
1668,0.5,0.75,0.75,0.75,NA,NA,NA,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",2,NA,1,"district","Somewhat liberal","RC",0,1,NA,NA,1,0,0.125,-0.125,0.125,0.125,NA,0,NA,"Rent Control","state",0.550565942447265,"HIGH","low","HIGH",NA
1669,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,NA,"Democrat",26,NA,0,"local area","Somewhat conservative","RC",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1670,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,"Republican",12,NA,1,"district","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",0.646749045140729,"HIGH","low","HIGH","HIGH"
1671,0.75,0.75,0.75,0.75,0.25,NA,0,NA,1,0,"Democrats are more likely to support rent control","Democrat",4,NA,1,"district","Somewhat liberal","RC",0,1,NA,NA,1,0,0,0,0,0,"Misinformed",1,0,"Rent Control","state",1,NA,NA,NA,NA
1672,0.25,0.75,0.25,0.75,0.5,0.25,0.667,0,1,1,"Democrats are more likely to support rent control","Republican",20,NA,0,"district","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.25,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","state",1,NA,NA,NA,NA
1673,0.5,1,0.5,0.5,0.25,NA,0,NA,1,1,"Democrats are more likely to support rent control","Democrat",1,NA,1,"district","Very liberal","RC",0,1,NA,NA,1,0,-0.25,-0.25,0.25,-0.25,"Misinformed",1,0,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1674,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",20,NA,0,"district","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.99976235590456,"HIGH","low","low","HIGH"
1675,0.5,0.5,1,1,NA,NA,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",2,NA,1,"district","Very liberal","RC",0,1,NA,NA,1,0,0.5,0,0,0.5,NA,0,NA,"Rent Control","state",1.66893821541604,"low","HIGH","HIGH","low"
1676,0,0.75,0.75,0.5,0.5,NA,0.5,NA,0.67,0,"Neither party is more likely than the other to support rent control","Independent",24,"Neither",0,"county","Moderate, middle of the road","RC",NA,0,NA,NA,0,0,0.375,-0.375,0.375,0.125,"Unsure",1,0,"Rent Control","county",0.495051171456088,"low","low","low","HIGH"
1677,0.25,1,0.25,1,0,NA,0,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",40,NA,0,"district","Moderate, middle of the road","RC",0,0,NA,NA,1,0,-0.375,-0.375,0.375,0.375,"Misinformed",1,0,"Rent Control","state",1.66893821541604,"low","HIGH","HIGH","low"
1678,0.25,1,0.75,0.75,0.5,-0.25,0.167,0,0.33,0,"Neither party is more likely than the other to support rent control","Republican",16,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,0,0,0.125,-0.375,0.375,0.125,"Unsure",0,0,"Rent Control","county",0.876274790964345,"low","HIGH","low","HIGH"
1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1,NA,NA,NA,NA
1680,0.5,0.75,0,0.75,0,NA,0.5,NA,0.67,1,"Democrats are more likely to support rent control","Republican",2.3,NA,0,"county","Very conservative","RC",1,0,NA,NA,1,0,-0.625,-0.125,0.125,0.125,"Misinformed",1,0,"Rent Control","county",0.876274790964345,"low","low",NA,"HIGH"
1681,0.25,0,0,0,0.5,NA,1,NA,1,NA,"Democrats are more likely to support rent control","Republican",30,NA,0,"district","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.125,0.125,-0.125,-0.125,"Unsure",1,0,"Rent Control","state",0.99976235590456,"HIGH","low","low","HIGH"
1682,0.25,0.75,0.75,1,0.5,NA,0.333,NA,0.33,0,"Democrats are more likely to support rent control","Democrat",10,NA,0,"local area","Moderate, middle of the road","RC",0,0,44,1,1,0,0.25,-0.25,0.25,0.5,"Unsure",1,0,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1683,0.25,0,1,0.75,0.25,0.5,0.167,-0.167,0.67,0,"Democrats are more likely to support rent control","Democrat",1,NA,1,"district","Very liberal","RC",0,1,35,0,1,0,0.875,0.125,-0.125,0.625,"Misinformed",0,0,"Rent Control","state",1,NA,NA,NA,NA
1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent",5,"Neither",0,"local area","Moderate, middle of the road","RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","local",5.00007598160723,NA,NA,NA,NA
1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",6,NA,0,"district","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1686,0.5,0.5,0.25,0.5,0.25,NA,0.333,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",12,NA,0,"district","Somewhat liberal","RC",0,1,NA,NA,1,0,-0.25,0,0,0,"Misinformed",1,0,"Rent Control","state",0.73138130947991,"HIGH","low","low","low"
1687,0.25,0.5,0.25,1,NA,NA,NA,NA,0.67,0,"Neither party is more likely than the other to support rent control","Democrat",36,NA,0,"district","Somewhat liberal","RC",0,1,NA,NA,0,0,-0.125,-0.125,0.125,0.625,NA,1,NA,"Rent Control","state",1.6847845404614,"low","low","HIGH","low"
1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"county",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","county",0.913327362751788,"low","low","low","HIGH"
1689,NA,0,NA,0,0.25,NA,0.5,NA,0.33,0,"Neither party is more likely than the other to support rent control","Republican",10,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,0,0,"Misinformed",1,0,"Rent Control","local",1,NA,NA,NA,NA
1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"district",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",0.724502266086655,"HIGH","HIGH","low","low"
1691,0.25,0.75,0.75,0.5,0,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",4,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.25,-0.25,0.25,0,"Misinformed",1,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",4,NA,0,"county","Not sure","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","county",3.25879424803373,"low","low","low","HIGH"
1693,0.75,0.75,0.5,0.75,0.75,NA,0.167,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",25,NA,0,"local area","Moderate, middle of the road","RC",0,0,72,NA,1,0,-0.25,0,0,0,"Informed",1,1,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1694,1,0.5,0.5,1,0.25,NA,0.667,NA,0.33,0,"Democrats are more likely to support rent control","Democrat",17,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,-0.25,0.25,-0.25,0.25,"Misinformed",0,0,"Rent Control","local",5.00007598160723,NA,NA,NA,NA
1695,0.5,0.25,0.75,0.75,0.75,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",10,NA,0,"county","Somewhat liberal","RC",0,1,49,0,1,0,0.375,0.125,-0.125,0.375,"Informed",1,1,"Rent Control","local",1,NA,NA,NA,NA
1696,0.5,0.75,1,1,0.5,0,0.833,0,1,1,"Democrats are more likely to support rent control","Republican",18,NA,0,"local area","Somewhat conservative","RC",1,0,55,0,1,0,0.375,-0.125,0.125,0.375,"Unsure",0,0,"Rent Control","municipality",2.29876260014031e-14,"HIGH","low","HIGH","low"
1697,0,0.5,0.5,0.5,0.75,-0.5,0.333,0.167,0.67,0,"Democrats are more likely to support rent control","Independent",12,"Democratic Party",0,"county","Moderate, middle of the road","RC",0,0,80,0,1,0,0.25,-0.25,0.25,0.25,"Informed",0,1,"Rent Control","county",0.495051171456088,"HIGH","low","low","HIGH"
1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",20,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","county",0.876274790964345,"low","low","low","HIGH"
1699,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",NA,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",NA,NA,0,"district",NA,"RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",3.03062235137528,"low","low",NA,NA
1701,0.75,0.75,0.75,0.5,0.5,NA,0.167,NA,0.33,0,"Republicans are more likely to support rent control","Independent",10,"Republican Party",0,"county","Somewhat conservative","RC",1,0,79,1,0,1,0,0,0,-0.25,"Unsure",1,0,"Rent Control","county",1.69470618096612,"low","low","low","HIGH"
1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent",18,"Republican Party",0,"local area","Somewhat conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1703,0,0,0,0,0.75,0,1,0,0,0,"Democrats are more likely to support rent control","Democrat",4,NA,0,"local area","Moderate, middle of the road","RC",0,0,45,0,1,0,0,0,0,0,"Informed",0,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1704,0,1,0.5,0,0.75,0,1,0,0.67,0,"Democrats are more likely to support rent control","Republican",50,NA,0,"county","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0,-0.5,0.5,-0.5,"Informed",0,1,"Rent Control","local",1,NA,NA,NA,NA
1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",21,NA,0,"district","Very conservative","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1,NA,NA,NA,NA
1706,0,1,0,1,1,NA,1,NA,1,0,"Democrats are more likely to support rent control","Other party (Please specify):",14,"Republican Party",0,"county","Very conservative","RC",1,0,NA,NA,1,0,-0.5,-0.5,0.5,0.5,"Informed",1,1,"Rent Control","county",0.495051171456088,"HIGH","low","low","low"
1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"local area",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",34,NA,0,"district","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","state",1.13831149855159,"low","low","HIGH",NA
1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",NA,NA,0,"district","Very liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1710,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",2,NA,0,"local area","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","municipality",1.01976662242037,"HIGH","HIGH","HIGH","HIGH"
1711,0.25,0.25,0.5,0.5,0.25,NA,0.667,NA,0.67,1,"Democrats are more likely to support rent control","Republican",16,NA,0,"county","Moderate, middle of the road","RC",1,0,61,0,1,0,0.25,0,0,0.25,"Misinformed",1,0,"Rent Control","county",3.12658895917436,"low","low",NA,"HIGH"
1712,0,0.75,1,0.25,1,NA,0.833,NA,0,0,"Democrats are more likely to support rent control","Independent",6,"Democratic Party",0,"county","Somewhat liberal","RC",0,1,58,1,1,0,0.625,-0.375,0.375,-0.125,"Informed",1,1,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
1713,0,0.75,0.75,0.5,0.75,0,0.5,0.167,0.67,1,"Democrats are more likely to support rent control","Republican",15,NA,0,"local area","Somewhat conservative","RC",1,0,39,0,1,0,0.375,-0.375,0.375,0.125,"Informed",0,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1714,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,NA,"Independent",2,"Democratic Party",0,"local area","Somewhat liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","HIGH"
1715,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,"Republican",25,NA,0,"local area","Moderate, middle of the road","RC",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"Rent Control","county",5.00007598160723,"HIGH","low","low","HIGH"
1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Independent",4,"Democratic Party",1,"district","Moderate, middle of the road","RC",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",1,NA,NA,NA,NA
1717,0.5,0.75,0.5,0.75,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",28,NA,0,"district","Moderate, middle of the road","RC",0,0,68,1,1,0,-0.125,-0.125,0.125,0.125,"Unsure",1,0,"Rent Control","state",1.11719694762459,"low","HIGH","low",NA
1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"local area",NA,"RC",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","county",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1719,0,0.5,0.75,0.75,0,0,0.333,0.167,0.67,0,"Democrats are more likely to support rent control","Democrat",10,NA,0,"local area","Very liberal","RC",0,1,NA,NA,1,0,0.5,-0.25,0.25,0.5,"Misinformed",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1720,0.5,1,0.75,1,0.5,-0.5,0,0,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,0,"district","Very liberal","RC",0,1,48,1,1,0,0,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","state",1,NA,NA,NA,NA
1721,0,0.5,0.75,0.5,0.5,0,0.167,0.166,1,0,"Democrats are more likely to support rent control","Republican",8,NA,0,"county","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.5,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","county",1.1676963380765,"HIGH","HIGH","low","HIGH"
1722,0.5,0.75,0.5,0.5,NA,NA,0.167,NA,1,0,"Democrats are more likely to support rent control","Democrat",3,NA,0,"district","Moderate, middle of the road","RC",0,0,NA,NA,1,0,-0.125,-0.125,0.125,-0.125,NA,1,NA,"Rent Control","state",0.727737781483878,"HIGH","HIGH","HIGH",NA
1723,0.5,0.75,0.75,0.75,0.5,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Republican",6,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.125,-0.125,0.125,0.125,"Unsure",1,0,"Rent Control","township",9.34530940872844e-15,"low","HIGH","low","HIGH"
1724,0,0.75,0.75,0.25,1,NA,0.333,NA,1,0,"Democrats are more likely to support rent control","Democrat",21,NA,1,"district","Somewhat liberal","RC",0,1,55,0,1,0,0.375,-0.375,0.375,-0.125,"Informed",1,1,"Rent Control","state",1,NA,NA,NA,NA
1725,0,0.75,0.5,0.75,0.5,0,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.125,-0.375,0.375,0.375,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","HIGH"
1726,0,0.75,1,0.75,0.5,NA,1,NA,0.67,0,"Democrats are more likely to support rent control","Republican",7,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0.625,-0.375,0.375,0.375,"Unsure",1,0,"Rent Control","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
1727,0.5,1,0.5,0.75,1,NA,0.167,NA,1,0,"Democrats are more likely to support rent control","Democrat",14,NA,1,"district","Very liberal","RC",0,1,44,0,1,0,-0.25,-0.25,0.25,0,"Informed",1,1,"Rent Control","state",0.545387567009102,"HIGH","HIGH","low",NA
1728,0.25,1,0.75,0.75,0.75,NA,0.167,NA,0.67,0,"Democrats are more likely to support rent control","Republican",16,NA,0,"county","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.125,-0.375,0.375,0.125,"Informed",1,1,"Rent Control","county",1.76636546305018,"HIGH","low","low","HIGH"
1729,0,1,0,1,1,NA,0,NA,0.33,0,"Democrats are more likely to support rent control","Democrat",2,NA,0,"local area","Somewhat conservative","RC",0,0,55,1,1,0,-0.5,-0.5,0.5,0.5,"Informed",1,1,"Rent Control","municipality",2.50842563896479,"low","low","low","HIGH"
1730,0.5,0.75,0.5,0.75,0.5,0.25,0,0.333,0.33,0,"Democrats are more likely to support rent control","Democrat",9,NA,1,"district","Very liberal","RC",0,1,31,0,1,0,-0.125,-0.125,0.125,0.125,"Unsure",0,0,"Rent Control","state",0.766166981144734,"HIGH","HIGH","low","low"
1731,0,0.5,0.5,0.75,1,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Republican",29,NA,1,"district","Moderate, middle of the road","RC",1,0,53,1,1,0,0.25,-0.25,0.25,0.5,"Informed",1,1,"Rent Control","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
1732,0.25,0.25,0.25,0.25,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Republican",6,NA,1,"district","Somewhat conservative","RC",1,0,NA,NA,1,0,0,0,0,0,"Unsure",1,0,"Rent Control","state",1,NA,NA,NA,NA
1733,0.25,0.75,1,0.5,0.75,0.25,0.5,0.333,0.67,0,"Democrats are more likely to support rent control","Republican",41,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0.5,-0.25,0.25,0,"Informed",0,1,"Rent Control","county",0.748860181528868,"HIGH","low","low","HIGH"
1734,NA,0.75,0.75,0.75,0.5,0.25,0.5,-0.167,1,0,"Democrats are more likely to support rent control","Other party (Please specify):",20,"Neither",0,"local area","Somewhat conservative","RC",NA,0,NA,NA,1,0,0,NA,0,0,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",1,NA,0,"district","Somewhat liberal","RC",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"Rent Control","state",0.727737781483878,"HIGH","HIGH","low",NA
1736,0.5,1,0.5,1,NA,NA,NA,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",27,NA,1,"district","Moderate, middle of the road","RC",0,0,NA,NA,1,0,-0.25,-0.25,0.25,0.25,NA,0,NA,"Rent Control","state",1,NA,NA,NA,NA
1737,0,0.75,0.75,1,0,0.25,0.333,0.334,0.67,0,"Democrats are more likely to support rent control","Democrat",4,NA,0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.375,-0.375,0.375,0.625,"Misinformed",0,0,"Rent Control","township",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1738,0,0.75,0.5,0.5,0.5,0.25,0.333,0,0.67,0,"Neither party is more likely than the other to support rent control","Independent",10,"Republican Party",0,"local area","Moderate, middle of the road","RC",1,0,64,1,0,0,0.125,-0.375,0.375,0.125,"Unsure",0,0,"Rent Control","municipality",2.50842563896479,"low","low","low","HIGH"
1739,1,1,1,1,0.75,NA,0.167,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,0,"local area","Very liberal","RC",0,1,NA,NA,1,0,0,0,0,0,"Informed",1,1,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1740,0,0.5,0.75,0.5,0.75,0.25,0.5,-0.333,0.67,0,"Democrats are more likely to support rent control","Independent",4,"Neither",0,"district","Moderate, middle of the road","RC",NA,0,48,1,1,0,0.5,-0.25,0.25,0.25,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1741,0.25,0.25,0.75,0.5,0.75,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Republican",4,NA,0,"local area","Somewhat conservative","RC",1,0,71,0,1,0,0.5,0,0,0.25,"Informed",1,1,"Rent Control","municipality",1.01976662242037,"low","HIGH","HIGH","HIGH"
1742,0,1,0.75,0.25,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",8,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.25,-0.5,0.5,-0.25,"Unsure",1,0,"Rent Control","municipality",1.01976662242037,"low","HIGH","low","HIGH"
1743,0.5,0.5,1,0.75,1,0,0.167,0,0.67,0,"Democrats are more likely to support rent control","Democrat",2,NA,0,"district","Very liberal","RC",0,1,27,1,1,0,0.5,0,0,0.25,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1744,0,0.75,1,0.25,1,NA,0.833,NA,0.67,0,"Democrats are more likely to support rent control","Independent",4,"Republican Party",0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.625,-0.375,0.375,-0.125,"Informed",1,1,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1745,0.75,0.75,0.75,0.75,0.5,NA,0.333,NA,0.67,0,"Republicans are more likely to support rent control","Republican",2,NA,0,"local area","Somewhat conservative","RC",1,0,43,1,0,1,0,0,0,0,"Unsure",1,0,"Rent Control","municipality",1.01976662242037,"low","low","HIGH","HIGH"
1746,0,0.5,0.5,0.5,0.5,0.25,0.5,0.167,0.67,NA,"Neither party is more likely than the other to support rent control","Independent",40,"Republican Party",0,"county","Somewhat conservative","RC",1,0,NA,NA,0,0,0.25,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","county",1.32553428184128,"low","low",NA,"HIGH"
